input,output
Homework question. Dinner is planned for Saturday evening at home. I appreciate your time.  Ref 81946.,normal
Order confirmation. Dinner is planned for Saturday evening at home. Thanks for your help. Ref  99286.,normal
Project update. Let us meet after class to discuss the assignment. Looking forward to your  response. Ref 78461.,normal
Order confirmation. Please confirm your availability for the appointment. Looking forward to  your response. Ref 83691.,normal
Team discussion. Please confirm your availability for the appointment. I appreciate your time.  Ref 52743.,normal
"Exclusive bonus inside. Unlock premium access with this one time opportunity. No reply is  needed, act now. Ref 1502.",spam
"Claim your prize now. Your payment failed, update your information right away. Do not miss  this opportunity. Ref 48191.",spam
Homework question. Dinner is planned for Saturday evening at home. Let me know if anything  changes. Ref 50263.,normal
"Limited time offer. This offer expires soon, so take action now. Offer ends very soon. Ref  43707.",spam
Congratulations you won. We detected unusual activity and need verification immediately. Last  chance. Ref 47775.,spam
Free gift waiting. Your account may be suspended unless you respond now. Last chance. Ref  34986.,spam
Homework question. Please review the file and send your feedback when you are free. Let me  know if anything changes. Ref 65478.,normal
Weekly schedule. The meeting is scheduled for tomorrow afternoon in the office. Looking  forward to your response. Ref 88719.,normal
Team discussion. Here are the notes for this week and the next steps. Let me know if anything  changes. Ref 68425.,normal
Team discussion. I completed the task and shared the latest version for review. Looking  forward to your response. Ref 74263.,normal
Appointment follow-up. Let us meet after class to discuss the assignment. Please reply when  convenient. Ref 60483.,normal
"Urgent account alert. Your account may be suspended unless you respond now. No reply is  needed, act now. Ref 8183.",spam
"Urgent account alert. Your payment failed, update your information right away. Offer ends very  soon. Ref 29359.",spam
Family plan. The order has been confirmed and details are attached below. I appreciate your  time. Ref 66296.,normal
Congratulations you won. You have been selected for a special bonus offer. Limited availability.  Ref 8805.,spam
"Free gift waiting. Unlock premium access with this one time opportunity. No reply is needed,  act now. Ref 38464.",spam
Claim your prize now. Unlock premium access with this one time opportunity. Limited  availability. Ref 45330.,spam
Appointment follow-up. I completed the task and shared the latest version for review. Let me  know if anything changes. Ref 96658.,normal
Exclusive bonus inside. You have been selected for a special bonus offer. Last chance. Ref  24198.,spam
Verify your account today. This is a limited time deal and you should act fast. Last chance. Ref  29683.,spam
Lunch plan. We need to finalize the timeline before Friday. I appreciate your time. Ref  83292.,normal
"Congratulations you won. Your account may be suspended unless you respond now. No reply  is needed, act now. Ref 3636.",spam
Family plan. Let us meet after class to discuss the assignment. Please reply when convenient.  Ref 94921.,normal
Claim your prize now. Unlock premium access with this one time opportunity. Offer ends very  soon. Ref 41287.,spam
Verify your account today. This is a limited time deal and you should act fast. Last chance. Ref  3644.,spam
"Claim your prize now. Your payment failed, update your information right away. Last chance.  Ref 21316.",spam
Special deal for you. Unlock premium access with this one time opportunity. Do not miss this  opportunity. Ref 30752.,spam
Weekly schedule. Dinner is planned for Saturday evening at home. Looking forward to your  response. Ref 84622.,normal
"Exclusive bonus inside. This offer expires soon, so take action now. Last chance. Ref  46784.",spam
"Free gift waiting. Please confirm your details to receive your prize. No reply is needed, act  now. Ref 5880.",spam
"Congratulations you won. Do not miss this exclusive reward, claim it today. Offer ends very  soon. Ref 30229.",spam
Weekly schedule. Here are the notes for this week and the next steps. Thanks for your help.  Ref 68889.,normal
Final notice payment needed. Please confirm your details to receive your prize. Last chance.  Ref 35894.,spam
Homework question. I completed the task and shared the latest version for review. Thanks for  your help. Ref 92028.,normal
Order confirmation. Please review the file and send your feedback when you are free. Thanks  for your help. Ref 63299.,normal
Free gift waiting. Click the link to claim your reward before it expires. Offer ends very soon. Ref  29176.,spam
Free gift waiting. Your account may be suspended unless you respond now. Last chance. Ref  28769.,spam
"Congratulations you won. Do not miss this exclusive reward, claim it today. Last chance. Ref  13854.",spam
Claim your prize now. Please confirm your details to receive your prize. Limited availability. Ref  2062.,spam
Meeting reminder. The meeting is scheduled for tomorrow afternoon in the office. Please reply  when convenient. Ref 58665.,normal
Urgent account alert. Unlock premium access with this one time opportunity. Limited  availability. Ref 43250.,spam
Team discussion. We need to finalize the timeline before Friday. Looking forward to your  response. Ref 81163.,normal
Homework question. I completed the task and shared the latest version for review. Looking  forward to your response. Ref 87209.,normal
Order confirmation. Let us meet after class to discuss the assignment. I appreciate your time.  Ref 74497.,normal
Final notice payment needed. Your account may be suspended unless you respond now. Last  chance. Ref 40561.,spam
Project update. Here are the notes for this week and the next steps. Looking forward to your  response. Ref 96089.,normal
Urgent account alert. Unlock premium access with this one time opportunity. Limited  availability. Ref 6319.,spam
Class notes. The meeting is scheduled for tomorrow afternoon in the office. Please reply when  convenient. Ref 76985.,normal
Final notice payment needed. Unlock premium access with this one time opportunity. Offer  ends very soon. Ref 27011.,spam
Project update. Dinner is planned for Saturday evening at home. Thanks for your help. Ref  65849.,normal
Congratulations you won. Your account may be suspended unless you respond now. Offer  ends very soon. Ref 37027.,spam
Family plan. Here are the notes for this week and the next steps. Looking forward to your  response. Ref 72109.,normal
